"","org_name","funding_type","transaction_amount_usd","funding_date","diversity","transaction_name","org_industry","org_location","org_revenue_range","total_raised_usd","lead_investors","num_investors","cb_rank","women_founded_led","black_founded_led","hispanic_latinx_founded_led","s_asian_founded_led","se_asian_founded_led","e_asian_founded_led","m_eastern_n_african_founded_led","indigenous_founded_led","region","vertical_finance","vertical_health","vertical_transport","vertical_tech","vertical_software","vertical_ecommerce"
"13027","Banyan Technologies, Inc.","Seed",60000,"2016",NA,"Seed Round - Banyan Technologies, Inc.","E-Commerce, Food and Beverage, SaaS","Illinois","Less than $1M",75000,NA,NA,302582,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13028","Vericred","Seed",3100000,"2016",NA,"Seed Round - Vericred","Employee Benefits, Health Care, Health Insurance, Information Technology","New York","$1M to $10M",11090000,NA,NA,303090,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"13029","Pushdot","Seed",50000,"2016",NA,"Seed Round - Pushdot","Apps, Private Social Networking, Professional Networking, Software","California","$1M to $10M",50000,NA,NA,303843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13030","Equals 3","Seed",1e+06,"2016",NA,"Seed Round - Equals 3","Artificial Intelligence, Customer Service, Digital Media, Marketing","Minnesota","Less than $1M",7e+06,NA,NA,304462,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13031","Prepp Tutoring","Seed",95000,"2016",NA,"Seed Round - Prepp Tutoring","Apps, Information Technology, Mobile","New York",NA,95000,NA,NA,304971,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13032","Stargazer","Pre-Seed",150000,"2016",NA,"Pre Seed Round - Stargazer","Advertising, Advertising Platforms","Florida","Less than $1M",150000,"Daniel Zumino",1,335667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13033","Rechat","Seed",2e+06,"2016",NA,"Seed Round - Rechat","Database, Search Engine, Software","Texas","Less than $1M",2e+06,"Interlock Partners",3,305310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13034","Peptilogics","Seed",416761,"2016",NA,"Seed Round - Peptilogics","Biotechnology, Health Care, Therapeutics","Pennsylvania","Less than $1M",8476761,NA,NA,183530,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"13035","PointResponse, Inc","Seed",65000,"2016",NA,"Seed Round - PointResponse, Inc","Apps, Cloud Computing, Law Enforcement, Logistics, Mobile, Scheduling, Software","Texas","Less than $1M",65000,NA,NA,183907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"13036","Hooks","Seed",750000,"2016",NA,"Seed Round - Hooks","Apps, Internet of Things, Wearables","Illinois","$1M to $10M",750000,"K Fund",4,184211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13037","Loyyal","Seed",1500000,"2016",NA,"Seed Round - Loyyal","Blockchain, Enterprise Software, FinTech, Information Technology, Loyalty Programs","California","$1M to $10M",5e+06,"Hayaat Group",1,338201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"13038","IvyMark","Seed",2900000,"2016","Women Founded","Seed Round - IvyMark","Interior Design, SaaS, Software","California",NA,2900000,"NFX",4,190560,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13039","FBM.support","Seed",250000,"2016",NA,"Seed Round - FBM.support","E-Commerce, Enterprise Software, Online Portals","New York",NA,250000,NA,NA,192409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"13040","FanWide","Seed",225000,"2016",NA,"Seed Round - FanWide","American Football, Baseball, Basketball, Big Data, Cricket, Digital Media, eSports, Event Management, Event Promotion, Events, Golf, Hockey, Hospitality, Restaurants, Rugby, Soccer, Social Network, Sponsorship, Sports, Tennis","Washington","$1M to $10M",2375000,NA,NA,306701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13041","IP Shark","Seed",550000,"2016",NA,"Seed Round - IP Shark","E-Commerce, Information Technology, Legal, Software","California","Less than $1M",550000,NA,NA,341027,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"13042","Blueground","Seed",1303126,"2016","Women Founded","Seed Round - Blueground","Hospitality, Property Management, Real Estate","New York","$10M to $50M",97436102,NA,2,307324,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13043","AquaCloud","Seed",1800000,"2016",NA,"Seed Round - AquaCloud","Agriculture, Aquaculture, Consumer Electronics, Enterprise Software, Water, Water Purification","California","Less than $1M",1800000,NA,NA,307547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13044","CoolJonny Inc","Seed",5e+05,"2016","Women Founded","Seed Round - CoolJonny Inc","Consumer Software, E-Commerce, Internet, Marketing, Marketplace","Florida","Less than $1M",5e+05,NA,1,341921,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"13045","Dwelo","Seed",1807000,"2016",NA,"Seed Round - Dwelo","Internet of Things, Real Estate, Smart Building, Smart Home, Software","Utah","Less than $1M",13785246,NA,NA,311008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13046","DesiClik.com","Seed",150000,"2016",NA,"Seed Round - DesiClik.com","E-Commerce, Fashion, Lifestyle, Marketplace","New York","Less than $1M",150000,NA,NA,195032,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13047","Stackfolio","Seed",4e+05,"2016",NA,"Seed Round - Stackfolio","Banking, Financial Services, FinTech, Marketplace","Georgia","Less than $1M",4e+05,"TechSquare Labs",1,349199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13048","Territory Foods","Seed",5e+06,"2016","Middle Eastern / North African Led, South Asian Led, Women Led","Seed Round - Territory Foods","E-Commerce, Food and Beverage, Food Delivery, Personal Health, Personalization, Snack Food, Wellness","Virginia","$1M to $10M",19700000,"Upfront Ventures",9,349889,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"13049","Abl Schools","Seed",4500000,"2016","Black / African American Led","Seed Round - Abl Schools","EdTech, Education, SaaS, Software","California","$1M to $10M",1.2e+07,"Owl Ventures",3,197103,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13050","Totspot","Seed",1500000,"2016",NA,"Seed Round - Totspot","E-Commerce, Marketplace, Mobile","California","$1M to $10M",3300000,NA,1,351142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13051","Bizooku","Seed",250000,"2016",NA,"Seed Round - Bizooku","Apps, Computer, Internet, Software","Washington","$10M to $50M",250000,NA,NA,315081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13052","Level Ex","Seed",2150000,"2016",NA,"Seed Round - Level Ex","Gaming, Health Care, Medical, Mobile Apps","Illinois","$1M to $10M",17150000,"Jazz Venture Partners",1,351843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13053","BluSynergy","Seed",2e+05,"2016",NA,"Seed Round - BluSynergy","Billing, Financial Services, FinTech, Payments, SaaS","Texas",NA,2e+05,NA,NA,315270,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13054","Sheprd","Seed",150000,"2016",NA,"Seed Round - Sheprd","Public Transportation, Transportation, Travel, Travel Accommodations, Travel Agency","Massachusetts","$1M to $10M",1150000,NA,NA,351868,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"13055","CYTIOT, INC.","Seed",250000,"2016",NA,"Seed Round - CYTIOT, INC.","Industrial Automation, Internet of Things, mHealth, Power Grid, Smart Building, Smart Home","California","Less than $1M",250000,NA,NA,202867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"13056","Wayo","Seed",2e+06,"2016",NA,"Seed Round - Wayo","Apps, Real Time","Delaware","$1M to $10M",2e+06,NA,NA,204034,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13057","Jisto","Seed",2450000,"2016",NA,"Seed Round - Jisto","Big Data, Cloud Computing, Information Technology, Software","Massachusetts",NA,2450000,".406 Ventures",2,204125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13058","Visible.vc","Seed",1110000,"2016",NA,"Seed Round - Visible.vc","Finance, Software, Venture Capital","Illinois","$1M to $10M",1885000,NA,1,204341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"13059","Geltor","Seed",4500000,"2016",NA,"Seed Round - Geltor","Advanced Materials, Biotechnology","California","$1M to $10M",114250000,NA,6,205383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13060","Kitsu","Seed",6e+05,"2016",NA,"Seed Round - Kitsu","Animation, Apps, Communities, Social, Social Media","Pennsylvania","$1M to $10M",6e+05,NA,2,208602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13061","Pramp","Seed",120000,"2016",NA,"Seed Round - Pramp","Internet, Software, Software Engineering","California","$1M to $10M",120000,NA,2,209244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13062","EPPIC ADS, INC.","Seed",25000,"2016",NA,"Seed Round - EPPIC ADS, INC.","Advertising, Advertising Platforms, Computer, Digital Media, Video","California","Less than $1M",25000,NA,NA,209249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13063","Lodestone Data Technologies","Seed",20000,"2016",NA,"Seed Round - Lodestone Data Technologies","Agriculture, Analytics, Information Technology","Colorado",NA,20000,NA,1,211418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13064","Condense Cloud","Seed",20000,"2016","Women Founded, Women Led","Seed Round - Condense Cloud","Computer, Internet, SaaS, Software","Colorado","Less than $1M",20000,NA,1,211547,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13065","Bloomojo","Seed",250000,"2016","Women Founded, Women Led","Seed Round - Bloomojo","Alternative Medicine, Health Care, Information Technology, Mobile","New York","$1M to $10M",250000,NA,1,211702,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"13066","SPARE CS, INC","Seed",20000,"2016","Women Founded","Seed Round - SPARE CS, INC","Android, Banking, Consumer Software, Digital Marketing, Financial Services, FinTech, iOS, Peer to Peer, Point of Sale, Virtual Currency","California","$1M to $10M",465000,NA,1,216595,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"13067","REBBL","Seed",4e+06,"2016","Women Led","Seed Round - REBBL","Consumer Goods, Food and Beverage, Personal Health","California","$10M to $50M",34012010,"PowerPlant Ventures",6,216622,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13068","ID Genomics","Seed",50000,"2016",NA,"Seed Round - ID Genomics","Biotechnology, Genetics, Health Diagnostics, Medical","Washington","Less than $1M",3050000,NA,NA,217921,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"13069","AutoCruitment","Seed",150000,"2016","Women Founded, Women Led","Seed Round - AutoCruitment","Health Care, Medical, Pharmaceutical","Georgia","Less than $1M",150000,NA,NA,218345,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13070","Dorsata","Seed",1100000,"2016",NA,"Seed Round - Dorsata","Health Care, Information Services, Information Technology, Software","District of Columbia","$1M to $10M",11941666,NA,4,220696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"13071","Uniform","Seed",250000,"2016","Women Founded","Seed Round - Uniform","Communities, E-Commerce, Fashion, Mobile Apps, Peer to Peer","California","Less than $1M",250000,NA,NA,222384,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"13072","Symplur","Seed",750000,"2016",NA,"Seed Round - Symplur","Analytics, Health Care, Medical","California","Less than $1M",750000,NA,NA,226177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13073","WavCatcher, Inc.","Seed",3e+05,"2016",NA,"Seed Round - WavCatcher, Inc.","Consumer Electronics, Internet of Things, Mobile, Wireless","Washington","Less than $1M",3e+05,NA,NA,226930,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13074","Appcues","Seed",2500000,"2016",NA,"Seed Round - Appcues","Predictive Analytics, Product Management, SaaS, Software, UX Design","Massachusetts","$1M to $10M",13700000,NA,NA,238786,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13075","Lily Grey","Seed",75000,"2016","Women Founded","Seed Round - Lily Grey","E-Commerce, Fashion, Internet, Leisure, Wearables","New York",NA,145000,NA,1,251507,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"13076","iSharingSoft","Seed",40000,"2016","Women Founded, Women Led","Seed Round - iSharingSoft","Apps, Location Based Services, Real Time, Software","New York","Less than $1M",40000,NA,1,331578,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13077","Sensomics","Seed",6e+05,"2016",NA,"Seed Round - Sensomics","Education, Fitness, Health Care","California",NA,6e+05,"Asset Management Ventures (AMV)",2,332688,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13078","Artisna - The Artisan Marketplace","Seed",5e+05,"2016",NA,"Seed Round - Artisna - The Artisan Marketplace","E-Commerce, Handmade, Marketplace, Mobile","New Jersey","Less than $1M",5e+05,NA,NA,333683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13079","TraknProtect","Pre-Seed",25000,"2016","Women Founded, Women Led","Pre Seed Round - TraknProtect","Hardware, Hospitality, Software","Illinois","Less than $1M",360000,"Travel Startups Incubator",1,334101,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13080","IQuity","Seed",2e+06,"2016",NA,"Seed Round - IQuity","Biotechnology, Health Diagnostics, Medical","Tennessee","$1M to $10M",6376000,NA,NA,334401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"13081","MyScienceWork","Seed",54624,"2016","Women Founded","Seed Round - MyScienceWork","Collaboration, Information Technology, Internet, Product Research, Search Engine, Software","California","Less than $1M",5450601,NA,1,334634,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13082","Beep","Seed",2200000,"2016",NA,"Seed Round - Beep","Internet, Mobile Apps, Software","California",NA,2200000,"Greycroft",7,334979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13083","Magic Instruments","Pre-Seed",120000,"2016",NA,"Pre Seed Round - Magic Instruments","Mobile, Mobile Apps, Music, Music Education, Musical Instruments, Software","California","Less than $1M",1970000,"Y Combinator",2,335568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13084","XPerception","Seed",1e+06,"2016",NA,"Seed Round - XPerception","Hardware, Robotics, Software, Virtual Reality","California",NA,1e+06,NA,1,336754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13085","Tenacity","Seed",1500000,"2016","Women Founded","Seed Round - Tenacity","Application Performance Management, Computer, SaaS, Software","Washington",NA,1500000,"HealthTech Capital",4,338640,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13086","Fit Pay","Seed",3100000,"2016",NA,"Seed Round - Fit Pay","Consumer, Electronics, FinTech, NFC, Payments","California","$1M to $10M",3100000,"Giesecke+Devrient",2,339048,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"13087","Sea Pharmaceuticals","Seed",2e+05,"2016",NA,"Seed Round - Sea Pharmaceuticals","Biotechnology, Pharmaceutical","Massachusetts",NA,2e+05,NA,NA,267889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13088","A-1 Consultants North America INC.","Seed",25000,"2016",NA,"Seed Round - A-1 Consultants North America INC.","Transportation, Travel","North Carolina","$10M to $50M",25000,NA,NA,341000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"13089","Autonomous Marine Systems","Seed",1600000,"2016",NA,"Seed Round - Autonomous Marine Systems","Marine Technology, National Security, Robotics","Massachusetts","Less than $1M",5770000,NA,2,341129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13090","Riim","Seed",1000,"2016",NA,"Seed Round - Riim","Information Technology","Arizona","Less than $1M",2000,NA,NA,272252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13091","Glowfish IO","Seed",50000,"2016",NA,"Seed Round - Glowfish IO","Artificial Intelligence, Internet of Things, Machine Learning, SaaS","California","Less than $1M",50000,NA,2,272726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13092","UnderGents","Pre-Seed",75000,"2016",NA,"Pre Seed Round - UnderGents","Consumer Goods, E-Commerce, Fashion, Lifestyle, Manufacturing, Retail","Arizona",NA,75000,NA,NA,272767,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"13093","GenomeNext","Seed",1200000,"2016",NA,"Seed Round - GenomeNext","Biotechnology, Genetics","Ohio","Less than $1M",1200000,"Hydra Capital",1,342206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13094","BoxNearBy","Pre-Seed",4e+05,"2016","Women Founded","Pre Seed Round - BoxNearBy","Delivery Service, Internet of Things, Last Mile Transportation, Logistics","California","Less than $1M",4e+05,NA,NA,163598,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"13095","Target PharmaSolutions","Seed",637813,"2016","Women Founded","Seed Round - Target PharmaSolutions","Health Care, Medical","North Carolina","Less than $1M",637813,NA,3,164043,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13096","Idea.com","Seed",5e+05,"2016",NA,"Seed Round - Idea.com","Computer, Information Technology, Internet, Software","Florida","$10M to $50M",5e+05,NA,NA,155985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13097","MyCrowd","Seed",1250000,"2016",NA,"Seed Round - MyCrowd","Delivery, Internet, Software","California","$1M to $10M",1400000,NA,2,280859,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13098","Ingen Dynamics","Seed",10000,"2016",NA,"Seed Round - Ingen Dynamics","Artificial Intelligence, Robotics","California","$1M to $10M",1372431,NA,NA,283414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13099","Indemand","Pre-Seed",125000,"2016","Women Founded","Pre Seed Round - Indemand","Delivery, E-Commerce, E-Commerce Platforms, Grocery, Logistics, SaaS, Software","California","$1M to $10M",125000,"500 Startups",1,158376,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"13100","Clear Dollar","Seed",10000,"2016",NA,"Seed Round - Clear Dollar","Advice, Finance, Financial Services","Massachusetts",NA,10000,NA,NA,158749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13101","Onerent","Seed",1500000,"2016",NA,"Seed Round - Onerent","Property Management, Real Estate, Real Estate Investment, Rental Property","California","Less than $1M",15950000,NA,3,160623,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13102","My.Flow","Pre-Seed",1e+05,"2016","Women Founded, Women Led","Pre Seed Round - My.Flow","Advanced Materials, Medical Device, Women's","California","Less than $1M",1e+05,"SOSV",2,161941,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13103","BookBuses","Seed",40000,"2016",NA,"Seed Round - BookBuses","Railroad, Transportation, Travel","New York","$1M to $10M",140000,NA,1,162401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"13104","Thrive Commerce","Seed",875000,"2016",NA,"Seed Round - Thrive Commerce","E-Commerce, Software","Pennsylvania","Less than $1M",875000,NA,6,162589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"13105","Hype Technologies","Seed",44000,"2016",NA,"Seed Round - Hype Technologies","Mobile, Mobile Apps, Social Media","California",NA,44000,NA,NA,342710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13106","Avalon Health Management","Seed",714285,"2016",NA,"Seed Round - Avalon Health Management","Health Care, Insurance","Florida","$10M to $50M",714285,NA,NA,342778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"13107","Grow","Seed",2e+06,"2016",NA,"Seed Round - Grow","Analytics, Business Intelligence, SaaS, Software","Utah","$10M to $50M",28500000,"Peterson Ventures",6,167299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13108","Tara Biosystems","Seed",2250000,"2016","Women Founded, Women Led","Seed Round - Tara Biosystems","Biotechnology, Medical","New York","Less than $1M",21250000,"180 Degree Capital",2,167690,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"13109","PotBotics","Seed",5600000,"2016",NA,"Seed Round - PotBotics","Artificial Intelligence, Biotechnology, Cannabis, Medical","California","Less than $1M",7955200,NA,NA,172046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"13110","Spicy","Seed",8e+05,"2016",NA,"Seed Round - Spicy","Apps, Contact Management, Content Discovery, Food and Beverage, Mobile, Social Media, Social Network","California",NA,8e+05,NA,1,176358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
