Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Codiga,Seed,Seed,"$2,100,000","Feb 22, 2022",Codiga,"Help developers write better code, faster","Developer Tools, Software, Software Engineering",—,"Denver, Colorado, United States, North America",www.codiga.io,,"$2,220,000",M&A,2,"Draper Cygnus, LAUNCH, The Syndicate",13
Seed Round - Genesis Volatility,Seed,Seed,"$3,000,000","Feb 15, 2022",Genesis Volatility,Genesis Volatility provides data analytics for options traders in cryptocurrency.,"Analytics, Financial Services",—,"Chicago, Illinois, United States, North America",gvol.io,,"$3,000,000",M&A,1,—,—
Seed Round - BeatBread,Seed,Seed,"$34,000,000","Feb 9, 2022",BeatBread,BeatBread is a platform that provides funding to musicians while allowing them to choose their partners and retain complete ownership.,"Finance, Financial Services, Music",—,"Los Angeles, California, United States, North America",beatbread.com/,,"$34,000,000",Seed,1,Deciens Capital,9
Seed Round - Psycheceutical,Seed,Seed,"$100,000","Mar 14, 2022",Psycheceutical,Psycheceutical is a patented delivery technology that provides safe bioavailable psychedelic pharmaceutical medicines.,"Biotechnology, Life Science, Pharmaceutical",—,"Fort Lauderdale, Florida, United States, North America",psycheceutical.com/,,"$1,805,000",M&A,3,—,—
Seed Round - Nifty League,Seed,Seed,"$5,000,000","Mar 2, 2022",Nifty League,Nifty League is an NFT gaming platform that allows users to play and earn rewards in a Web3 environment.,"Gaming, Online Games, Virtual Reality",—,"Mill Valley, California, United States, North America",niftyleague.com/,,"$5,000,000",Seed,1,RSE Ventures,14
Pre Seed Round - Libation Labs,Pre-Seed,Seed,"$600,000","Feb 28, 2022",Libation Labs,Libation Labs is carving a path to the metaverse for the alcohol business.,"Cryptocurrency, Internet, Mobile Apps, Wine And Spirits",—,"San Francisco, California, United States, North America",www.libationlabs.io/,,"$600,000",Seed,1,Hyper,8
Pre Seed Round - Vivon,Pre-Seed,Seed,"$50,000","Feb 16, 2022",Vivon,"Vivon is a SaaS platform that provides a full suite of online web and mobile applications, business solutions, and targeted senior content.","Health Care, Home Health Care, SaaS, Software",—,"Los Angeles, California, United States, North America",vivoncare.com,,"$50,000",Seed,2,—,—
Seed Round - BastionZero,Seed,Seed,"$6,000,000","Mar 2, 2022",BastionZero,BastionZero is developing technology to allow traders to maintain custody of their coins while trading at a cryptocurrency exchange,"Cryptocurrency, Information Technology","Women Founded, Women Led","Boston, Massachusetts, United States, North America",www.bastionzero.com,,"$7,500,000",Seed,4,Dell Technologies Capital,3
Seed Round - Mad Rabbit,Seed,Seed,"$4,000,000","Feb 15, 2022",Mad Rabbit,Mad Rabbit is a tattoo aftercare brand that offers natural products for skin and tattoo maintenance.,"Consumer Goods, Cosmetics, Retail",—,"Los Angeles, California, United States, North America",www.madrabbit.com,,"$20,296,000",Early Stage Venture,5,—,8
Seed Round - Synbiotic Health,Seed,Seed,"$3,400,000","Mar 1, 2022",Synbiotic Health,"Synbiotic Health is a science, synbiotic Health is developing ecologically advanced microbiome ingredients for improved health.","Biotechnology, Food and Beverage",—,"Lincoln, Nebraska, United States, North America",synbiotichealth.com/index.html,,"$6,395,000",Seed,3,—,—
Seed Round - ReciprociT,Seed,Seed,"$240,000","Mar 10, 2022",ReciprociT,"ReciprociT provides donation payroll matching benefits, employee engagement, accounting, and administrative services.","Accounting, Employee Benefits, Employment, Gift, Information Technology, Office Administration, Software",—,"Denver, Colorado, United States, North America",reciprocit.com,,"$240,000",Seed,1,—,—
Seed Round - VistaPath Biosystems,Seed,Seed,"$7,416,436","Feb 9, 2022",VistaPath Biosystems,"VistaPath Biosystems develops a tissue grossing platform that automates the process of inspecting, inking, and measuring tissues.","Biotechnology, Health Care, Hospitality",—,"Cambridge, Massachusetts, United States, North America",www.vistapath.ai,,"$16,328,931",—,7,—,—
Seed Round - Popchew,Seed,Seed,"$3,600,000","Mar 4, 2022",Popchew,Popchew creates the next generation of fun food brands and experiences.,"Advertising, Food and Beverage, Food Delivery",—,"New York, New York, United States, North America",popchew.com/,,"$3,600,000",Seed,2,Long Journey Ventures,11
Seed Round - Strider,Seed,Seed,"$3,000,000","Feb 10, 2022",Strider,Strider enables creators to take control of their projects through decentralized autonomous organizations.,"Blockchain, Digital Entertainment, Gaming, Media and Entertainment, Software, Video Games, Web Design",—,"New York, New York, United States, North America",strider.xyz,,"$8,500,000",Seed,2,1kx,7
Pre Seed Round - build_,Pre-Seed,Seed,"$450,000","Feb 23, 2022",build_,Build is a full-stack platform for connecting digital economies and local communities.,"Cryptocurrency, Information Technology, Real Estate, Smart Cities, Social Network, Venture Capital, Virtual Reality",—,"Coeur D'alene, Idaho, United States, North America",www.buildcities.network,,"$450,000",Seed,1,—,1
Seed Round - Emerald Tea Supply,Seed,Seed,"$70,000","Mar 8, 2022",Emerald Tea Supply,Emerald Tea Supply currently operating in stealth mode.,Retail,—,"Bloomfield, New Jersey, United States, North America",emeraldteasupplycompany.com/,,"$70,000",Seed,1,—,—
Seed Round - Light,Seed,Seed,"$11,532,021","Mar 10, 2022",Light,"Light offers the Light Phone, which is designed to be used as little as possible and gives back time and attention to its users.","Mobile, Telecommunications, Wireless",—,"Brooklyn, New York, United States, North America",www.thelightphone.com/,,"$11,532,021",Seed,5,—,—
Seed Round - Veyond Metaverse,Seed,Seed,"$3,000,000","Feb 4, 2022",Veyond Metaverse,"Veyond Metaverse makes extended reality solutions to improve medical education, training, surgical planning, treatment, and diagnosis.","Health Care, Medical Device",—,"Castro Valley, California, United States, North America",www.veyondmetaverse.com/,,"$3,000,000",Seed,1,SDB Investment,1
Seed Round - WARP,Seed,Seed,"$2,400,000","Feb 22, 2022",WARP,"Warp connects shippers, carriers, and facilities to digitize the trucking model and create the efficient routes for middle-mile freight.","Logistics, Supply Chain Management",—,"Los Angeles, California, United States, North America",wearewarp.com/,,"$16,200,000",Seed,4,Bee Partners,2
Seed Round - Redkik Inc.,Seed,Seed,"$3,300,000","Feb 9, 2022",Redkik Inc.,Redkik is a global InsurTech company providing SaaS solutions to transform the insurance industry within transportation.,"Insurance, InsurTech, Marine Transportation, SaaS, Software",—,"Oxford, Maryland, United States, North America",www.redkik.com/,,"$3,913,702",Seed,5,"Greenlight Reinsurance, MS&AD Ventures",5
Seed Round - Ribbon Education,Seed,Seed,"$1,870,000","Feb 4, 2022",Ribbon Education,Ribbon Education is a teacher-student relationship management platform.,"E-Learning, EdTech, Education",—,"Brooklyn, New York, United States, North America",www.ribbonedu.com,,"$1,870,000",Seed,1,—,7
Seed Round - Cydarm,Seed,Seed,"$3,000,000","Mar 8, 2022",Cydarm,A Cyber Response Management Platform for Security Operations,"Cyber Security, Information Technology, SaaS, Security",—,"Catonsville, Maryland, United States, North America",cydarm.com/,,"$3,399,935",Seed,3,InterValley Ventures Pty Ltd,3
Pre Seed Round - MedaSystems,Pre-Seed,Seed,"$1,500,000","Mar 15, 2022",MedaSystems,Expanded Access software for biopharmaceuticals,"Biopharma, Pharmaceutical, Software",—,"Menlo Park, California, United States, North America",medasystems.com/,,"$1,500,000",Seed,1,Nina Capital,1
Seed Round - Bark Social,Seed,Seed,"$2,000,000","Feb 2, 2022",Bark Social,"Experiential Pet Retail Concept - off-leash dog park with beer garden, coffee house, and boutique retail.","E-Commerce, Retail",—,"Washington, District of Columbia, United States, North America",www.barksocial.com,,"$11,167,000",Early Stage Venture,6,Early Light Ventures,7
Seed Round - Postcard Game Studio,Seed,Seed,"$3,500,000","Mar 8, 2022",Postcard Game Studio,Postcard Game Studio is an independent developer and publisher of video games for all major platforms.,"Gaming, Publishing, Video Games",—,"Irvine, California, United States, North America",postcardgamestudio.com/,,"$3,500,000",Seed,1,SmileGate,1
Seed Round - Plutoview,Seed,Seed,"$280,000","Mar 15, 2022",Plutoview,Use your favorite apps and tools with anyone in the Metaverse!,"B2B, Collaboration, Developer APIs, Software",—,"Boston, Massachusetts, United States, North America",plutoview.com/,,"$665,000",Seed,3,—,2
Pre Seed Round - Lovewick,Pre-Seed,Seed,"$1,000,000","Feb 14, 2022",Lovewick,Lovewick is an app that helps couples stay in love once they’ve found it.,"Apps, Consumer, Social Media",—,"San Francisco, California, United States, North America",www.lovewick.com,,"$1,000,000",Seed,1,Corazon Capital,3
Seed Round - DX GAMEWORKS,Seed,Seed,"R$10,000,000","Feb 16, 2022",DX GAMEWORKS,Game Accelerator Ecosystem,"Console Games, PC Games, Video Games",—,"Miami, Florida, United States, North America",www.dxgameworks.com,,"R$10,000,000",Seed,1,Bertha Capital,1
Seed Round - Faros AI,Seed,Seed,"$12,250,000","Mar 2, 2022",Faros AI,The Connected Engineering Operations Platform,"Artificial Intelligence, Data Integration",—,"San Francisco, California, United States, North America",www.faros.ai/,,"$36,000,000",Early Stage Venture,3,SignalFire,6
Pre Seed Round - STOCS,Pre-Seed,Seed,"$2,500,000","Mar 15, 2022",STOCS,"Data driven, tech optimized global matchmaker of B2B sellers and buyers of surplus stock.","Retail Technology, Supply Chain Management",—,"Dover, Delaware, United States, North America",www.stocs.com,,"$2,500,000",Seed,1,Tenacity Venture Capital,2
Pre Seed Round - Alta,Pre-Seed,Seed,"$1,001","Mar 1, 2022",Alta,Alta is a company operating in Stealth mode.,Financial Services,—,"New York, New York, United States, North America",altafinance.com/,,"$1,001",Seed,1,—,—
Seed Round - Mat3ra.com,Seed,Seed,"$3,000,000","Feb 4, 2022",Mat3ra.com,Mat3ra.com powers the adoption of materials modeling to design and discover advanced materials and chemicals from the nanoscale.,"Advanced Materials, Cloud Computing, Enterprise Software, Nanotechnology",—,"San Francisco, California, United States, North America",mat3ra.com,,"$3,850,000",Seed,5,Draper Associates,2
Seed Round - NourishedRx,Seed,Seed,"$6,000,000","Feb 16, 2022",NourishedRx,NourishedRx is a provider of personalized food solutions for a health plan and providers' most vulnerable members.,"Fitness, Health Care, Wellness","Women Founded, Women Led","Stamford, Connecticut, United States, North America",www.nourishedrx.com,,"$6,000,000",Seed,1,S2G Ventures,4
Seed Round - Challenger,Seed,Seed,"$2,819,790","Mar 7, 2022",Challenger,Challenger is a real-time video game cash contests that uses AI.,"Computer, Console Games, Video Games",—,"Carlsbad, California, United States, North America",www.playchallenger.com/,,"$2,819,790",Seed,1,SeventySix Capital,3
Seed Round - Legacy Care Partners,Seed,Seed,"$735,000","Feb 10, 2022",Legacy Care Partners,Legacy Care Partners is engaged in the procurement and management of a portfolio of related healthcare facilities and services.,"Health Care, Procurement, Wellness",—,"Manitowoc, Wisconsin, United States, North America",lcpicare.com/,,"$735,000",Seed,1,—,—
Seed Round - VADE,Seed,Seed,"$4,300,000","Mar 4, 2022",VADE,VADE brings convenience to parking through mobile applications.,"Big Data, Internet of Things, Mobile, Parking, Software",—,"Raleigh, North Carolina, United States, North America",www.vadepark.com/,,"$5,500,000",Seed,2,Upfront Ventures,5
Seed Round - Pesto,Seed,Seed,"$5,000,000","Feb 1, 2022",Pesto,"Pesto is a virtual office platform for remote teams with a virtual water cooler, avatars, and fast conversations.","Information Technology, Software, Virtual Reality",—,"San Francisco, California, United States, North America",pesto.app,,"$5,999,999",Seed,3,—,2
Seed Round - Sunroom,Seed,Seed,"$3,600,000","Feb 2, 2022",Sunroom,Sunroom is an application where women can make money and be free.,"Finance, Software, Women's","Women Founded, Women Led","Los Angeles, California, United States, North America",sunroom.so,,"$10,395,383",—,3,Blackbird Ventures,6
Seed Round - Behavidence,Seed,Seed,"$4,300,000","Mar 10, 2022",Behavidence,Behavidence develops tools to monitor and manage mental health.,"Health Care, mHealth, Mobile Apps",—,"New York, New York, United States, North America",www.behavidence.com,,"$5,625,000",Seed,3,Welltech Ventures,3
Seed Round - Plum Life,Seed,Seed,"$5,300,000","Mar 2, 2022",Plum Life,Digital Life Insurance Platform for Agents and Advisors,"Financial Services, FinTech, Insurance, Life Insurance",—,"Berkeley Heights, New Jersey, United States, North America",helloplum.com,,"$7,750,000",Seed,2,ManchesterStory Group,3
Seed Round - Sweater,Seed,Seed,"$12,000,000","Feb 24, 2022",Sweater,Sweater is a fintech company building the first fully-managed venture capital fund that is open to everyday investors.,"Financial Services, FinTech, Venture Capital",—,"Boulder, Colorado, United States, North America",www.sweaterventures.com/,,"$14,300,000",Seed,2,"Akuna Capital, Motivate Venture Capital",19
Pre Seed Round - HiCounselor,Pre-Seed,Seed,"$1,290,000","Mar 8, 2022",HiCounselor,HiCounselor is a career accelerator that combines technology & professional mentorship to help job seekers land a job in tech faster,"Education, Internet, Training",—,"San Francisco, California, United States, North America",hicounselor.com/,,"$1,890,000",Seed,2,Heroic Ventures,1
Seed Round - CM Materials,Seed,Seed,"$374,000","Mar 10, 2022",CM Materials,"CM Materials engages in the design, manufacturing, and supply of magnetic cores.","Manufacturing, Sales, Small and Medium Businesses",—,"Wilmington, Delaware, United States, North America",cmmaterials.com,,"$874,000",Seed,3,—,—
Seed Round - Country Roads Trust,Seed,Seed,"$100,000","Feb 15, 2022",Country Roads Trust,"Country Roads Trust is an organization that aims to help student-athletes monetize their name, image, and likeness.",Sports,—,"Morgantown, West Virginia, United States, North America",countryroadstrust.com/,,"$100,000",Seed,1,—,—
Pre Seed Round - Dope Coffee,Pre-Seed,Seed,"$250,000","Mar 1, 2022",Dope Coffee,Dope Coffee is a social and lifestyle brand that sells a premium coffee for an organic coffee brand.,"Coffee, Consumer Goods, E-Commerce, Lifestyle",—,"Decatur, Georgia, United States, North America",www.realdope.coffee,,"$724,000",Seed,4,—,—
Seed Round - BodiData,Seed,Seed,"$2,600,000","Mar 11, 2022",BodiData,BodiData develops a body dimension data platform to solve fitting problems in streetwear.,"3D Technology, CRM, Database, Information Technology, Test and Measurement",—,"Santa Clara, California, United States, North America",www.bodidata.com,,"$14,227,987",—,6,—,—
Seed Round - Mindtronic AI,Seed,Seed,"$2,500,000","Feb 11, 2022",Mindtronic AI,Mindtronic AI is an innovative IP and AI Engineering service supplier for Deep Learning based Vehicle Intelligence and Vehicle Automation.,"Artificial Intelligence, Automotive, Computer Vision, Fleet Management, Machine Learning, Software",—,"Austin, Texas, United States, North America",www.mindtronicai.com/,,"$2,500,000",Seed,1,—,—
Seed Round - NFTee,Seed,Seed,"$1,238,948","Feb 4, 2022",NFTee,NFTee is an NFT BaaS solution provider that creates digital assets for the supply chain that offers transparency and accountability.,"Cryptocurrency, FinTech, Software",—,"Pleasanton, California, United States, North America",nftee.ai/,,"$1,238,948",Seed,1,—,—
Seed Round - Goldcast,Seed,Seed,"$10,000,000","Feb 17, 2022",Goldcast,Goldcast is a virtual event platform that allows enterprises to create online events.,"Enterprise Software, Event Management, SaaS",South Asian Led,"Cambridge, Massachusetts, United States, North America",www.goldcast.io,,"$38,000,000",Early Stage Venture,3,"HubSpot Ventures, Unusual Ventures",15
Seed Round - Odys Aviation,Seed,Seed,"$12,400,000","Feb 10, 2022",Odys Aviation,Odys Aviation is an aircraft startup making hybrid-electric vertical takeoff and landing (VTOL) aircraft for regional mobility.,"Aerospace, Air Transportation, Commercial",—,"Long Beach, California, United States, North America",www.odysaviation.com,,"$15,900,000",Seed,7,—,10
Seed Round - Ingest,Seed,Seed,"$100,000","Mar 1, 2022",Ingest,"Ingest integrates data from the tools restaurants rely on, enabling faster, smarter decisions through customizable reporting and analytics.","Analytics, Data Integration, Management Information Systems, Restaurants, SaaS",—,"New Orleans, Louisiana, United States, North America",www.ingest.ai,,"$2,846,992",—,6,—,2
Seed Round - Swim,Seed,Seed,"$4,000,000","Mar 9, 2022",Swim,Swim provides a simple way to transfer tokens across chains via multi-token liquidity pools and Solana's Wormhole.,"Blockchain, Cryptocurrency, Financial Services",—,"Menlo Park, California, United States, North America",swim.io/,,"$8,000,000",—,2,Pantera Capital,13
Pre Seed Round - Social Home Inc,Pre-Seed,Seed,"$208,000","Feb 17, 2022",Social Home Inc,NextGen Social Media Ecosystem,—,—,"San Francisco, California, United States, North America",socialhome.club/,,"$208,000",Seed,1,—,—
Pre Seed Round - Proxi,Pre-Seed,Seed,"$1,200,000","Feb 14, 2022",Proxi,Proxi's no-code mapping software makes mapping and crowdsourcing geographic recommendations accessible to everyone.,"Apps, Mapping Services, Navigation, Software","Women Founded, Women Led","Seattle, Washington, United States, North America",www.proxi.co//,,"$1,320,000",Seed,2,Graham & Walker,8
Pre Seed Round - Beinsure,Pre-Seed,Seed,"$100,000","Mar 1, 2022",Beinsure,"Digital Media about Re/Insurance & InsurTech market, investments & crypto. The World latest news, ratings, review and technologies","Digital Media, Finance, FinTech, Information Services, Information Technology, Insurance, InsurTech",—,"New York, New York, United States, North America",beinsure.com/,,"$100,000",Seed,1,Oleg Parashchak,1
Pre Seed Round - New Native,Pre-Seed,Seed,"$500,000","Feb 1, 2022",New Native,"New Native is an AI platform designed to aggregate AI tech, develop AI solutions, and distribute them at scale.","Artificial Intelligence, Impact Investing, Information Technology, Machine Learning",—,"Lewes, Delaware, United States, North America",newnative.ai,,"$2,543,500",Seed,3,—,—
Pre Seed Round - Marvin,Pre-Seed,Seed,"$3,800,000","Feb 23, 2022",Marvin,Marvin is a qualitative user research platform that elevates the voice of your customers so you design exactly what they need.,"Analytics, Productivity Tools, Software",—,"Oakland, California, United States, North America",heymarvin.com/,,"$3,800,000",Seed,2,"Apollo Projects, Fuel Capital",8
Seed Round - Phlux Technologies,Seed,Seed,"$75,000","Feb 24, 2022",Phlux Technologies,"Phlux Technologies develops three-dimensional sensing technology that works with robotics, industrial automation, and autonomous vehicle.","Electronics, Manufacturing, Robotics",—,"Pittsburgh, Pennsylvania, United States, North America",www.phlux.io,,"$330,806",Seed,3,—,2
Pre Seed Round - Eko,Pre-Seed,Seed,"$120,000","Mar 1, 2022",Eko,Eko enables banks and credit unions to offer a digital investment solution without them having to build anything or hire anyone,"Embedded Software, Financial Services, FinTech, Wealth Management",—,"New York, New York, United States, North America",eko.investments,,"$1,570,000",Seed,3,—,—
Seed Round - HealthBird,Seed,Seed,"$400,000","Mar 1, 2022",HealthBird,We simplify the process of getting Health Insurance. The Match.com of Health Insurance.,"B2B, B2C, Health Care, Health Insurance, Information Technology, Insurance, Life Insurance, Software",Hispanic / Latine Founded,"Miami, Florida, United States, North America",www.healthbird.com/,,"$3,950,000",—,6,—,—
Pre Seed Round - Diagonal,Pre-Seed,Seed,"$2,500,000","Mar 4, 2022",Diagonal,Diagonal is a non-custodial protocol for recurring payments on Ethereum.,"Cryptocurrency, Ethereum",—,"New York, New York, United States, North America",www.diagonal.finance,,"$2,500,000",Seed,1,Mechanism Capital,14
Pre Seed Round - CurbWaste,Pre-Seed,Seed,"$500,000","Feb 1, 2022",CurbWaste,CurbWaste revolutionizes the waste management ecosystem through its cloud-based and data-driven cleantech platform.,"CleanTech, Enterprise Software, SaaS, Software, Waste Management",—,"New York, New York, United States, North America",curbwaste.com,,"$11,150,000",Seed,4,Mucker Capital,1
Seed Round - Classover,Seed,Seed,"$1,500,000","Mar 2, 2022",Classover,online child learning center focused on children range between 4-12 years old.,"E-Learning, EdTech, Education",—,"New York, New York, United States, North America",classover.com/,,"$1,500,000",Seed,1,—,—
Seed Round - Rubi Laboratories,Seed,Seed,"$4,250,000","Feb 16, 2022",Rubi Laboratories,Rubi Laboratories develops technology that turns carbon emissions into carbon-negative textiles.,"Biotechnology, CleanTech, Manufacturing, Sustainability, Textiles",—,"San Francisco, California, United States, North America",www.rubi.earth/,,"$13,205,944",Seed,4,"Necessary Ventures, Talis Capital",16
Seed Round - KSOC Labs,Seed,Seed,"$6,000,000","Feb 15, 2022",KSOC Labs,KSOC is an event-driven SaaS platform that remediates Kubernetes security risks and enforces least-privileged access control.,"Event Management, Information Technology, IT Infrastructure, SaaS","Women Founded, Women Led","San Francisco, California, United States, North America",www.ksoc.com,,"$6,650,000",Seed,2,.406 Ventures,3
Pre Seed Round - Propel Foods,Pre-Seed,Seed,"$150,000","Feb 17, 2022",Propel Foods,Propel Foods specializes in the production of plant-based and novel alternative food products.,—,—,"Mexico, Maine, United States, North America",www.propelfoods.com,,"$300,000",Seed,3,—,—
Seed Round - PairTree,Seed,Seed,"$5,100,000","Mar 15, 2022",PairTree,PairTree engages in modernizing the adoption process.,"Facilities Support Services, Family, Information Technology","Women Founded, Women Led","Seattle, Washington, United States, North America",pairtreefamily.com/,,"$7,470,000",Seed,3,Trust Ventures,7
Seed Round - Resume,Seed,Seed,"$250,000","Feb 5, 2022",Resume,World's first blockchain resume builder,"Apps, Artificial Intelligence, Blockchain, Human Resources, Information Technology, Machine Learning, Recruiting, Software",—,"San Francisco, California, United States, North America",www.resumeinc.com,,"$750,000",Seed,2,—,—
Seed Round - Yield Monitor,Seed,Seed,"$300,000","Mar 9, 2022",Yield Monitor,"Yield Monitor manages yield farming price, volume, trading, and portfolio tracking data for Defi investors and traders.","Agriculture, Farming, Financial Services",—,"Richmond, Virginia, United States, North America",www.yieldmonitor.io/,,"$300,000",Seed,1,—,—
Seed Round - KOKOLU,Seed,Seed,"$5,000,000","Mar 1, 2022",KOKOLU,Sustainable Lifestyle Brand,"E-Commerce, Fashion, Lifestyle, Sustainability",—,"Los Angeles, California, United States, North America",www.kokolu.eco,,"$6,000,000",Seed,3,—,—
Pre Seed Round - Abstrakt,Pre-Seed,Seed,"$120,000","Mar 4, 2022",Abstrakt,Real-Time Call Coaching Software,Software,—,"Phoenix, Arizona, United States, North America",abstrakt.ai/,,"$1,273,487",Seed,3,Startup Showdown,1
Seed Round - Yali Bio,Seed,Seed,"$3,900,000","Feb 22, 2022",Yali Bio,"Yali Bio is a food tech company uses synthetic biology and genomics tools to make climate-smart, sustainable foods.","Biotechnology, Food and Beverage",—,"South San Francisco, California, United States, North America",www.yali.bio,,"$3,900,000",Seed,3,—,6
Seed Round - Consilient,Seed,Seed,"$3,000,000","Feb 1, 2022",Consilient,Consilient provides financial crime prevention and compliance technology designed for anti-money laundering.,"Compliance, Financial Services, FinTech, Machine Learning, Risk Management",—,"Washington, District of Columbia, United States, North America",consilient.com/,,"$3,000,000",Seed,1,—,1
Seed Round - Onehouse,Seed,Seed,"$8,000,000","Feb 2, 2022",Onehouse,Onehouse is a cloud-native managed lakehouse service that aims to improve data lake time-to-value.,"Big Data, Cloud Data Services, Data Integration, Database, Software",—,"Menlo Park, California, United States, North America",www.onehouse.ai,,"$33,000,000",Early Stage Venture,2,"Addition, Greylock",2
Seed Round - NetBook,Seed,Seed,"$500,000","Feb 9, 2022",NetBook,Platform to manage ML compute Infrastructure across multi and hybrid cloud setups,"Cloud Computing, Cloud Management, Machine Learning, SaaS",—,"Wilmington, Delaware, United States, North America",netbook.ai,,"$640,000",Seed,2,Chiratae Ventures,1
Pre Seed Round - Toonsutra,Pre-Seed,Seed,"$1,100,000","Mar 16, 2022",Toonsutra,Toonsutra is a developer of a webtoon comics application.,"Comics, Media and Entertainment, Web Apps",—,"Beverly Hills, California, United States, North America",toonsutra.com/,,"$1,100,000",Seed,1,—,12
Seed Round - COGINITI,Seed,Seed,"$4,000,000","Mar 12, 2022",COGINITI,AI-enabled enterprise data workspace,"Analytics, Artificial Intelligence, Big Data, Enterprise Software, Software",—,"Atlanta, Georgia, United States, North America",www.coginiti.co,,"$4,000,000",Seed,2,Circadian Ventures,3
Seed Round - Sleepsia,Seed,Seed,"$2,000,000","Feb 22, 2022",Sleepsia,"Sleepsia the best online store for shredded memory foam pillow, adjustable, non-adjustable, king size, queen size in USA on Free Shipping.",E-Commerce,—,"New York, New York, United States, North America",www.sleepsia.com/,,"$2,000,000",Seed,1,Agile Ventures,1
Seed Round - Liberation Technology Services,Seed,Seed,"$25,000","Feb 15, 2022",Liberation Technology Services,Liberation Technology Services provides web technology services for organizations.,"IaaS, Information Technology, Web Development, Web Hosting",—,"Tampa, Florida, United States, North America",liberationtek.com/,,"$25,000",Seed,1,—,—
Pre Seed Round - Pulse,Pre-Seed,Seed,"$290,000","Mar 1, 2022",Pulse,Pulse offers a mobile application with purposeful networking tools designed to help its users advance relationships.,"Social, Social Media, Social Network, Software",—,"Tampa, Florida, United States, North America",pulsecompany.co,,"$790,000",Seed,4,—,—
Pre Seed Round - KEIPhone Global,Pre-Seed,Seed,"$170,000","Mar 15, 2022",KEIPhone Global,KEIPhone provides free smartphones to women in developing countries via an innovative advertising-based revenue model.,"Advertising Platforms, Consumer, Information Technology, Mobile Advertising, Telecommunications","Black / African American Founded, Women Founded, Women Led","Silver Spring, Maryland, United States, North America",www.keiphoneglobal.com/,,"$775,000",Seed,4,—,1
Seed Round - atōst,Seed,Seed,"$500,000","Mar 16, 2022",atōst,atōst is a winery that crafts a flavor-forward line of American Aperitivos.,"Food and Beverage, Wine And Spirits, Winery",Women Founded,"Golden, Colorado, United States, North America",atost.co/,,"$500,000",Seed,2,—,—
Seed Round - BlockFusion,Seed,Seed,"$2,623,947","Feb 14, 2022",BlockFusion,BlockFusion is a digital asset company that operates renewable energy data centers that transform the way that Bitcoins are created.,"Cryptocurrency, Data Center, Renewable Energy, Virtual Currency",—,"New York, New York, United States, North America",blockfusion.com/,,"$2,623,947",Seed,1,—,1
Seed Round - Bootup,Seed,Seed,"$2,100,000","Feb 21, 2022",Bootup,Bootup creates a marketplace for tech talent.,"Information Services, Information Technology, Marketplace",—,"Miami, Florida, United States, North America",www.joinbootup.com/,,"$2,100,000",Seed,1,Kapor Capital,7
Seed Round - SmartBarrel,Seed,Seed,"$2,000,000","Feb 1, 2022",SmartBarrel,Jobsite labor tracking simplified,"Building Material, Information Technology, Real Estate",—,"Miami, Florida, United States, North America",smartbarrel.io,,"$2,000,000",Seed,3,—,1
Seed Round - Landmark Creamery,Seed,Seed,"$312,500","Mar 11, 2022",Landmark Creamery,"Landmark Creamery is an artisan and small-batch cheese, gifts, and accompaniments from around the Midwest.","Food and Beverage, Food Processing, Handmade",—,"Belleville, Wisconsin, United States, North America",landmarkcreamery.com/,,"$312,500",Seed,2,—,—
Seed Round - AndHealth,Seed,Seed,"$57,000,000","Feb 10, 2022",AndHealth,AndHealth helps people reverse chronic diseases.,"Health Care, Medical",—,"Columbus, Ohio, United States, North America",andhealth.com/,,"$57,000,000",Seed,1,Francisco Partners,4
Seed Round - VShojo,Seed,Seed,"$11,000,000","Mar 16, 2022",VShojo,VShojo is a talent-first VTuber company working for the growth and success of its members.,"Content, Content Creators, Digital Entertainment, Media and Entertainment",—,"San Francisco, California, United States, North America",www.vshojo.com,,"$11,000,000",Seed,1,—,2
Seed Round - Lendai,Seed,Seed,"$35,000,000","Mar 9, 2022",Lendai,Lendai is a fintech platform company.,"Financial Services, FinTech, Real Estate",—,"Miami, Florida, United States, North America",www.lendai.us/,,"$37,050,000",Seed,4,"Cardumen Capital, Meron Capital",5
Seed Round - ProDeal,Seed,Seed,"$4,000,000","Feb 2, 2022",ProDeal,ProDeal develops a deal management software for real estate finance.,"Collaboration, Commercial Real Estate, Data Storage, Real Estate, Software",—,"Manhattan, New York, United States, North America",www.prodeal360.com/,,"$8,572,784",Seed,3,"Pretium Partners, Second Century Ventures",2
Seed Round - Carson Capital,Seed,Seed,"$451,875","Feb 14, 2022",Carson Capital,Carson Capital is an investment firm that focuses on acquiring businesses.,"Finance, Financial Services, Venture Capital",—,"Charlotte, North Carolina, United States, North America",www.carson-capital.com,,"$8,951,875",—,2,—,—
Seed Round - Naima Health,Seed,Seed,"$50,000","Feb 15, 2022",Naima Health,Naima Health develops health tools using behavioral decision science and machine learning to engage patients in their clinical care.,"Health Care, Machine Learning, Medical, Wellness",—,"Pittsburgh, Pennsylvania, United States, North America",www.naimahealth.com,,"$50,000",Seed,1,—,2
